root,w,via,jp,r,note,p
reg,dirge,L,哀歌,1065,ラテン語の祈り「導きたまえ」の頭の語。葬送歌の名になった。,dwis-+reg-
reg,recto,L,右側のページ,1071,ラテン語で「正しい側」。right と同じ語である。,reg-
reg,abrogate,L,廃止する,1074,ラテン語で「法を取り下げる」。right と同じ「まっすぐ」語。,apo-+reg-
reg,interregnum,L,空位期間,1096,ラテン語で「統治の間」。reign(治世)と同じ語である。,en+reg-
reg,Theodoric,L,テオドリック,1098,ゲルマン語で「民の王」。東ゴート王の名として知られる。,teutā-+reg-
reg,rial,Ir,リアル,1100,ペルシャ語の貨幣単位。スペインの real と同じ語である。,reg-
reg,Risorgimento,L,復興,1104,イタリア語で「再び立ち上がること」。統一へ向かう19世紀の運動の名になった。,re-+upo+reg-
reg,derogate,L,減ずる,1108,ラテン語で「法の一部を取り消す」。right と同じ語である。,de-+reg-
reg,rakish,G,いきな,1110,rake(放蕩者)から。まっすぐな棒の rake と同じ語である。,reg-
reg,subrogation,L,代位,1114,ラテン語で「代わりに立てる」。rogation と同じ語である。,reg-+upo
reg,regicide,L,国王殺し,1140,ラテン語の「王」と「殺す」。regal と同じ「王」の語である。,reg-+kaə-id-
reg,undirected graph,Gr,宛名がないグラフ,1153,un-(打ち消し)+ directed + graph から。direct はラテン語 regere(まっすぐ導く)、right や regular と同じ語である。,ne+dwis-+reg-
reg,raj,Sa,支配,1175,ヒンディー語で「統治」。regal や right と同じ「まっすぐ導く」語である。,reg-
reg,rajah,Sa,藩王,1183,ヒンディー語で「王」。regal や right と同じ「まっすぐ導く」語である。,reg-
reg,corvée,L,夫役,1186,フランス語で「呼び集められた務め」。ラテン語 rogare(求める)から。,reg-
reg,derecho,L,暴風,1202,スペイン語で「まっすぐな」。渦を巻かず直進していく、あの暴風の名。,reg-
reg,supererogatory,L,必要以上のことをする,1205,ラテン語で「求められた以上に払うこと」。super-(超えて)と rogare(求める)から。,uper+eghs+reg-
reg,arrogate,L,横領する,1212,ラテン語で「自分に求める」。arrogant と同じ語である。,ad-+reg-
reg,eldritch,G,この世の物とは思われない,1252,古い英語で「別の国の」。else と realm の語が合わさったとされる。,al-1+reg-
reg,prorogue,L,閉会にする,1277,ラテン語で「前もって問う」。interrogate と同じ「問う」語である。,per1+reg-
reg,raita,Sa,ライタ,1294,ヒンディー語のヨーグルト料理。カレーに添える薬味である。,reg-+steig-
reg,anorectic,Gr,食欲のない,1305,ギリシャ語で「食欲がない」。否定の a- と orexis(欲)から。,ne+reg-
reg,reck,G,気にかける,1306,古英語 reccan(気にかける)から。reckless(むとんちゃく)に残る。,reg-
reg,rogatory,L,嘱託された,1320,ラテン語 rogare(問う)から。interrogate と同じ語である。,reg-
reg,maladroit,L,不器用な,1325,フランス語で「右手でない」。器用さを右手で語る見方の、裏返しの語である。,mel-5+ad-+reg-
reg,rani,Sa,王妃,1332,ヒンディー語で「王妃」。raja(王)の女性形で、regal と同じ語。,reg-
reg,corrigible,L,矯正しやすい,1396,ラテン語 corrigere(まっすぐ直す)から。correct や right と同じ「まっすぐ」語である。,kom+reg-
reg,regulus,L,レギュラス,1402,ラテン語で「小さな王」。rex(王)は regal や royal と同じ「まっすぐ導く」語である。,reg-
reg,maharani,Sa,マハラジャの妻,1403,ヒンディー語で「大いなる女王」。maha(大きい)は much や mega-、rani(女王)は regal と同じ語である。,meg-+reg-
reg,maharajah,Sa,マーハラージャ,1407,サンスクリット語で「大いなる王」。maha は much、rajan(王)は regal や royal と同じ語である。,meg-+reg-
reg,resurge,L,よみがえる,1421,ラテン語 resurgere(また立ち上がる)から。surge や regal と同じ「まっすぐ導く」語である。,re-+upo+reg-
reg,riyal,L,サウジアラビアの貨幣,1422,アラビア語 riyal から。スペイン語 real(王の)を経た語で、royal や regal と同じ語である。,reg-
reg,rogation,L,祈願,1424,ラテン語 rogare(たずねる・願う)から。interrogate や arrogant と同じ語である。,reg-
reg,rillettes,L,リエット,1469,フランス語で「細長い一片」。豚肉を細く刻んで脂で煮込む料理である。,reg-
reg,regius professor,L,欽定教授,1519,ラテン語 regius(王の)から。regal や royal と同じ「まっすぐ導く」語である。,reg-
reg,subrogate,L,代位する,1551,ラテン語 sub-(下に)と rogare(たずねる)から。interrogate や regal と同じ語である。,upo+reg-
reg,reichsmark,G,ライヒスマルク,1572,ドイツ語 Reich(国)と Mark(貨幣単位)から。Reich は regal、Mark は mark と同じ語である。,reg-+merg-
reg,porrect,L,前に突き出た,1580,ラテン語 por-(前へ)と regere(伸ばす)から。direct や regal と同じ語である。,per1+reg-
reg,sord,L,マガモの群れ,1586,中英語 sord(群れ)から。ラテン語 surgere(飛び立つ)とされ、surge や regal と同じ語である。,reg-
reg,rye,G,ロマの男,1591,ライ麦の rye とは別語。サンスクリット語の「王」から。,reg-
reg,vicereine,L,副王夫人,1633,フランス語 vice(代わりの)と reine(女王)から。reine はラテン語 regina で、regal と同じ語である。,weik-4+reg-
reg,ranee,Sa,王妃,1659,ヒンディー語 rani(王妃)から。サンスクリット語 rajni で、regal や royal と同じ語である。,reg-
reg,ariary,L,アリアリ,1675,アラビア語系の銀貨の名から。マダガスカルの通貨の名になった。,reg-
reg,reglet,L,溝,1755,フランス語 réglet(小さな定規)から。ラテン語 regula(定規)の指小形で、rule や regular と同じ「まっすぐ」の語である。,reg-
reg,supererogate,L,要求以上のことをする,1823,ラテン語 super-(超えて)+ erogare(支払う)から。後半は rogare(求める)で、interrogate と同じ語である。,uper+eghs-+reg-+eghs
reg,Riksmål,G,リクスモール,1830,ノルウェー語 rik(国)+ mål(ことば)で「国語」。前半はドイツ語 Reich、英語 rich と同じ「王・支配」の語である。,reg-+mōd-
reg,haimish,G,家庭的な,1869,イディッシュ語で「家庭的な」。home と同じ語から出ている。,tkei-+reg-
weid,idea,Gr,考え,226,原義は「見えた姿」。「見る」の語根から、プラトンの原型の意へ。,weid-
weid,history,Gr,歴史,228,ギリシャ語で「見て知った人の報告」。語根はやはり「見る」。,weid-
weid,view,L,眺め、見解,235,ラテン語 videre(見る)から。「見え方」がそのまま「意見」にも育った。,weid-
weid,provide,L,提供する、規定する,236,pro(前もって)+videre(見る)。先を見越すことが「用意する」になった。,per1+weid-
weid,story,Gr,物語,247,history の頭が落ちた形。16世紀まで「歴史」と区別が無かった。,weid-
weid,evidence,L,証拠,250,原義は「外からよく見える」。見えることが、そのまま証拠だった。,eghs+weid-
weid,provided,L,もし〜ならば,277,provide の過去分詞がそのまま接続詞になり、条件を示すようになった。,per1+weid-
weid,review,L,批評する、再検討する,320,もとは軍隊の「閲兵」。再び見る revidēre から批評の意味に広がった。,re-+weid-
weid,historical,Gr,歴史の,347,語根は「見て知る」。歴史はもと「調べて得た知識」だった。,weid-
weid,visit,L,訪問する,360,もとは神が人のもとを訪れること。天罰が「下る」意もここから。,weid-
weid,vision,L,視力、幻,369,最初は「幻、まぼろし」の意味だった。「視力」を指すのは15世紀末から。,weid-
weid,otherwise,G,さもなければ、別の方法で,375,古英語の「別のやり方で」という句が縮まって一語になった。,al-1+weid-
weid,visual,L,視覚の,415,15世紀には、目から光線が出て見えると考えられていた名残の語。,weid-
weid,guide,L,案内する,418,語根は「見る」。案内とは、先に見て道を示してやること。,weid-
weid,video,L,映像、ビデオテープ,418,ラテン語で「私は見る」。1935年、audio にならって作られた語。,weid-
weid,survey,L,調査、測量,422,原義は「上から見下ろす」。土地の測量に使われだしたのは1540年代。,uper+weid-
weid,interview,L,面接、取材,424,取材の意は1869年の米国生まれ。原義は「互いに見る」。,en+weid-
weid,visible,L,目に見える,424,「有名な、目立つ」の意で使われ出したのは1950年代から。,weid-
weid,advice,L,助言,427,語源は「私にはこう見える」。ただの感想が忠告になった。,ad-+weid-
weid,ideal,Gr,理想,431,名詞の「理想」は1796年、カントの翻訳から生まれた新顔。,weid-
weid,wisdom,G,知恵,452,親知らずを「知恵の歯」と呼ぶのは1848年から。,weid-+dhē-
weid,provision,L,供給、規定、食糧,454,原義は「先を見ること」。備えとは、未来を見通す力だった。,per1+weid-
weid,evident,L,明らかな,461,ex(すっかり)+videre(見える)で、「まる見え」が原義。,eghs+weid-
weid,witness,G,目撃者,464,原義は「知っていること」。知っている人が、そのまま証人に。,weid-
weid,wise,G,賢い、やり方,474,語根は「見る」。よく見た者が知る者、つまり賢い者になった。,weid-
weid,guidance,G,指導,476,学校や職業の「指導」を指すのは1927年から。案外新しい。,weid-+-nt-
weid,television,Gr,テレビ,484,実物より先に名前ができた語。1907年、空想の技術に「遠くを見る」と命名。,kʷel-2+weid-
weid,overview,G,概要,511,17世紀の「監督」の意は一度滅び、1934年に別語で復活。,uper+weid-
weid,invisible,L,目に見えない,543,見えないインクの意は1680年代から。透明人間はウェルズの1897年。,ne+weid-
weid,ideology,Gr,イデオロギー,549,もとは1796年生まれの「観念の科学」。今の意味は1907年ごろから。,weid-+leg-
weid,provider,L,供給者,568,もとは「先を見通す」人。備えるとは、先を見ることだった。,per1+weid-
weid,historic,Gr,歴史的な,577,historical の後ろを削って作られた語。使い分けは後からの整理。,weid-
weid,likewise,G,同様に,582,もとはin like wiseという句。wiseは「やり方」の意の名詞。,līk-+weid-
weid,historian,Gr,歴史家,589,古英語では wyrd-writere、「出来事を書きしるす人」と呼んだ。,weid-
weid,historically,Gr,歴史的に,589,芯にあるのは「見る」。見て知っている人の語りが history になった。,weid-
weid,righteous,G,正義の,612,古くは rightwise。語尾が courteous につられて -eous に化けた。,reg-+weid-
weid,revision,L,校正,636,「もう一度見る」が原義。英国では「復習」の意でも使われる。,re-+weid-
weid,visualization,L,視覚化,636,1881年に「心に思い描くこと」の意で生まれた新しい語。,weid-
weid,thyroid,Gr,甲状腺の,637,ギリシャ語で「扉形の盾」。ガレノスがのど仏をそう呼んだ。,dhwer-+weid-
weid,visibility,L,視界,648,「視界」の意味は1914年から。「注目度」を指すのは1958年以降。,weid-
weid,wit,G,ウィット,656,もとは「頭の働き」。おかしみを指すのは1540年代から。,weid-
weid,advise,L,忠告する,657,もとは「私にはこう見える」という言い回し。d は後から入った字。,ad-+weid-
weid,envy,L,ねたみ,672,原義は「悪意をもって見る」。ねたみは邪視のまなざしだった。,en+weid-
weid,viewpoint,L,観点,677,1856年に現れた新しい語で、当時は俗な言い方とされた。,weid-+peuk-
weid,disguise,L,変装させる,687,「装い」を変えるが原義。1560年代には「酔って人が変わる」意もあった。,dwis-+weid-
weid,visually,L,視覚的に,693,ラテン語 videre(見る)から。vision や wise(賢い)と同じ「見る・知る」語に連なる。,weid-
weid,ideally,Gr,理想的に,706,もとは「頭の中で」の意。「理想的に」は1840年からの意味。,weid-
weid,visualize,L,思い浮かべる,708,1817年、詩人コールリッジが作ったらしい語。「心に見えるようにする」意。,weid-
weid,prudent,L,慎重な,717,provident が縮まった形。原義は「先を見ている」。,per1+weid-
weid,guideline,G,指針,731,1846年には気球を操る綱の意。比喩で使うのは1948年から。,weid-+lī̆no-
weid,jurisprudence,L,法学,743,後ろ半分は prudence。原義は「法を見通す知」。,yewes-+per1+weid-
weid,provisional,L,暫定的な,743,原義は「今の必要をまかなう」。だから間に合わせの意味に。,per1+weid-
weid,visa,L,ビザ,762,「見られた紙」が語の中身。役人が目を通した証だった。,weid-
weid,revise,L,改訂する,763,もとは「もう一度見る」だけ。直す意味は1590年代から。,re-+weid-
weid,wizard,G,魔法使い,764,もとは「賢い人」。魔術師の意になったのは1550年ごろ。,weid-
weid,idol,Gr,偶像,765,ギリシャ語では「幻」「亡霊」の意でもあった。,weid-
weid,idealism,Gr,理想主義,778,1796年には「現実は観念だけでできている」という哲学の説だった。,weid-
weid,guise,L,仮装,779,もとは「服装の流行」。見せかけの意味は1660年代から。,weid-
weid,Hades,Gr,ハーデース,780,ギリシャ神話の冥界の神。名の意味は不明だが、一説に「見えないもの」。否定の a- と「見る」から。,weid-
weid,prudence,L,用心深さ,780,providence「先見」が縮んでできた語。用心とは先を見ることだった。,per1+weid-
weid,visionary,L,洞察力のある,784,かつては「非現実的な」という悪口。今は先見の明をほめる語。,weid-
weid,paranoid,Gr,偏執狂の,786,1901年に paranoia から不規則な形で作られた新しい語。,per1+weid-
weid,steroid,Gr,ステロイド,786,中身は「sterol に似たもの」。1936年に作られた新しい語。,ster-1+weid-
weid,providence,L,摂理,793,中身は「先を見ること」。神の摂理を指すのは1600年ごろから。,per1+weid-
weid,reviewer,L,評者,795,1610年代には「校訂する人」。書評家の意味は1650年代から。,re-+weid-
weid,prehistoric,Gr,先史時代の,802,1851年生まれの新しい語。フランス語をまねて作ったらしい。,per1+weid-
weid,idolatry,Gr,偶像崇拝,803,分解すると「像を拝むこと」。像は本来ただの「見えるかたち」。,weid-+lē-1
weid,supervise,L,監督する,809,「上から見る」がそのまま語に。監督の意味は1640年代から。,uper+weid-
weid,improvised,L,即興の,827,分解すると「前もって見ていない」こと。だから即興になる。,ne+per1+weid-
weid,envious,L,うらやましそうな,833,ラテン語 invidia(ねたみ)から。その語根は「見る」。,en+weid-
weid,improvisation,L,即興,837,原義は「前もって見ていない」。即興演奏の名として1786年に登場。,weid-+ne+per1
weid,preview,L,試写,841,もとは単に「先に見ておく」。映画の試写を指すのは1928年から。,per1+weid-
weid,idealistic,Gr,理想主義の,855,idea の語根は「見る」。心に見えたものを信じる態度のこと。,weid-
weid,purview,L,権限,861,法令の冒頭句「かく定める」が名詞になった語。綴りは view に引かれた。,per1+weid-
weid,asteroid,Gr,小惑星,873,「星のような姿」という意味で、1802年に天文学者が作った新語。,ster-2+weid-
weid,idyllic,Gr,牧歌的な,876,語根は「見る」。目に映る姿を表す語から出て、idol と同源。,weid-
weid,vide,L,参照せよ,884,ラテン語「見よ」の命令形。q.v. の v はこの語の頭文字。,weid-
weid,Veda,Sa,ベーダ,899,サンスクリット語で「知識」。英語の wise と同じ語根。,weid-
weid,Ayurveda,Sa,アーユルヴェーダ,901,インドの伝統医学。名は「いのちの知識」で、後半は聖典 Veda と同じ語。,aiw-+weid-
weid,visage,L,顔,905,原義は「見え方」。かつては「作り顔」という意味もあった。,weid-
weid,proviso,L,条件,911,法律文書の冒頭にあったラテン語「…を条件として」がそのまま名詞に。,per1+weid-
weid,vista,L,展望,915,イタリア語の「眺め」。並木道の奥に開ける長い景色を指した。,weid-
weid,improvise,L,即興で作る,929,中身は「予見されない」。備えを打ち消した形が、そのまま即興を表す。,ne+per1+weid-
weid,visor,L,面頬,931,語源はラテン語の「顔」。顔を隠す板が、やがて帽子のひさしに。,weid-
weid,tabloid,Gr,タブロイド,943,もとは薬の錠剤の商標名。「圧縮された」が転じて短い記事の新聞に。,weid-
weid,kaleidoscope,Gr,万華鏡,969,直訳は「美しい形を見るもの」。1817年に発明者が名づけた語。,kal-2+weid-+spek-
weid,penguin,Ce,ペンギン,973,もとは北の海のオオウミガラスの名。南極の鳥に移ったのは1580年代。,weid-
weid,Gwendolyn,Ce,グウェンドリン,975,人名。名の頭は「白い」。もとをたどれば「よく見える」という意味だった。,weid-
weid,imprudent,L,軽率な,979,中身は「先が見えていない」。prudent は providens が縮んだ形。,ne+per1+weid-
weid,wot,G,知っている,986,「知る」を意味する古語 wit の活用形。God wot は「神のみぞ知る」。,weid-
weid,unwitting,G,無意識の,991,中身は「知らないでいる」。1600年ごろすたれ、1800年ごろ復活。,ne+weid-
weid,ovoid,L,卵形の,992,ラテン語の「卵」にギリシャ語の「…のような」を継いだ混成語。,awi-+weid-
weid,Vedanta,Sa,ベーダーンタ学派,996,名は「ヴェーダの終わり」。聖典の締めくくり、奥義という意味。,weid-+ant-
weid,scaphoid,Gr,舟状の,1006,ギリシャ語で「舟の形の」。手首にある、あの小さな骨の名である。,(s)kep-+weid-
weid,clairvoyant,L,千里眼の,1024,フランス語で「はっきり見える」。clear と see を合わせた組み立てである。,kelə-2+weid-
weid,clairvoyance,L,千里眼,1033,フランス語で「はっきり見えること」。clear と see を合わせた組み立てである。,kelə-2+weid-
weid,invidious,L,いまいましい,1042,ラテン語で「にらみつける」。envy と同じ「見る」語である。,en+weid-
weid,provident,L,先見の明のある,1047,ラテン語で「前もって見る」。provide と同じ語である。,per1+weid-
weid,pterygoid,Gr,翼状骨,1048,「翼の形をした」。頭蓋の奥にある、翼を広げたような形の骨を指す。,pet-+weid-
weid,idyll,Gr,田園詩,1052,ギリシャ語で「小さな姿」。idol と同じ「見た形」の語である。,weid-
weid,druid,L,ドルイド,1054,ケルト語の「樫を知る者」。木を通して神意を読んだ祭司たちの呼び名である。,deru-+weid-
weid,ethmoid,Gr,篩骨の,1057,ギリシャ語で「ふるいのような」。穴だらけの鼻の骨のこと。,sē-3+weid-
weid,kaleidoscopic,Gr,万華鏡の,1066,ギリシャ語で「美しい形を見る」。三語を並べた造語である。,kal-2+weid-+spek-
weid,purveyor,L,調達人,1072,purvey(調達する)から。provide と同じ語である。,per1+weid-
weid,outwit,G,裏をかく,1073,out と wit の合成。知恵で相手の外に出る、という言い方。,ud-+weid-
weid,sternocleidomastoid,Gr,胸鎖乳突筋,1083,ギリシャ語 sternon(胸骨)+ kleis(鎖骨)+ mastoeidēs(乳頭状の)から。胸骨と鎖骨から乳様突起へ走る筋の意である。,sterə-+klāu-+weid-
weid,cricoid,Gr,環状の,1091,ギリシャ語の「輪のような」。circle と同じ「回す」語。,(s)ker-3+weid-
weid,idealize,L,理想化する,1105,ideal から。idol と同じ「見た形」の語である。,weid-
weid,voyeur,L,詮索好き,1106,フランス語で「見る人」。のぞき見をする側だけを名指しした語である。,weid-
weid,coracoid,Gr,烏口骨,1114,ギリシャ語で「カラスのくちばしのような」。肩甲骨の突起の形からついた名。,ker-2+weid-
weid,witless,G,愚かな,1118,wit(知恵)が無いこと。wit は「見て知る」が元である。,weid-+leu-
weid,wizardry,G,魔術,1120,wizard から。wizard は wise(賢い)に由来する語である。,weid-+kar-
weid,eidetic,Gr,はっきりと目に浮ぶ,1130,ギリシャ語の「見た形」。idol と同じ「見る」語である。,weid-
weid,improvident,L,先見の明がない,1155,provident の否定。provide と同じ「前もって見る」語。,ne+per1+weid-
weid,twit,G,なじる,1157,古い atwite(なじる)の頭が落ちた形。wit と同じ「見る」語。,ad-+weid-
weid,advisement,L,相談,1158,advise から。vision と同じ「見る」語である。,weid-+ad-
weid,idolize,Gr,崇拝する,1181,idol(偶像)に -ize がついた語。idol はもと「見えるもの、姿」の意。,weid-
weid,anthropoid,Gr,人間に似た,1189,ギリシャ語で「人のような」。anthropos(人)と -oid から。,weid-
weid,witticism,L,機知に富んだ言葉,1189,witty(機知に富む)と criticism を合わせた造語。wit と同じ語である。,weid-
weid,idolater,Gr,偶像崇拝者,1192,ギリシャ語で「像に仕える者」。姿かたちを意味する語から出ている。,weid-+lē-1
weid,sarcoid,Gr,肉の,1211,ギリシャ語 sarx(肉)から。sarcasm と同じ「切り裂く」語につながる。,twerk-+weid-
weid,prevision,L,予見,1226,ラテン語で「前もって見ること」。vision と同じ語である。,weid-+per1
weid,eidolon,Gr,幻,1227,ギリシャ語 eidolon(姿、幻)から。idol と同じ語である。,weid-
weid,cycloid,Gr,サイクロイド,1236,ギリシャ語で「輪のような」。cycle と同じ語である。,kʷel-1+weid-
weid,aneroid,Gr,液体を用いない,1286,ギリシャ語で「液体を使わない」。否定の a- と neron(水)から。,ne+newo-+weid-
weid,deja vu,L,既視感,1288,フランス語で「すでに見た」。後半は vision と同じ「見る」語である。,weid-
weid,eicosanoid,Gr,不飽和脂肪酸,1308,ギリシャ語 eikosi(20)から。炭素20個の脂肪酸を指す。,wīkm̥tī+weid-
weid,wite,G,非難,1318,古英語 witan(責める)から。wit(知る)と同じ語である。,weid-
weid,belvedere,L,望楼,1324,イタリア語で「よい眺め」。見晴らしのために建てた高い部屋を指す。,deu-2+weid-
weid,purvey,L,調達する,1331,古フランス語 porveeir(前もって備える)から。provide と同じ語である。,per1+weid-
weid,witting,G,承知の上の,1348,古英語 witan(知っている)から。wit(知る)と同じ語である。,weid-
weid,guy,L,張り綱,1352,男の人を指すふつうの guy とは別語。guide と同じ語で、もとは「導くもの」。テントを支える綱。,weid-
weid,Rig-Veda,Sa,リグ=ベーダ,1357,サンスクリット語で「賛歌の知識」。veda(知識)は wit と同じ語。,erkʷ-+weid-
weid,placoid,Gr,板のような,1388,ギリシャ語 plax(板)から。板のようなうろこをいう。,plāk-1+weid-
weid,wiseacre,G,知ったかぶりをする人,1416,中期オランダ語 wijssegger(予言者)から。wise と同じ語で、acre(畑)とは関係がない。,weid-
weid,guidon,L,部隊旗,1424,フランス語 guidon(旗じるし)から。guide と同じ語で、wise や view と同じ「見る」根である。,weid-
weid,hadal,L,超深海(帯)の,1445,ギリシャ神話の冥界 Hades から。「見えない」の意とされ、深海帯をいう。,weid-
weid,ctenoid,Gr,櫛のような歯のある,1458,ギリシャ語 kteis(くし)と eidos(形)から。eidos は idol や wise と同じ「見る」語である。,pek-2+weid-
weid,ganoid,Gr,硬鱗魚類の,1492,ギリシャ語 ganos(輝き)と eidos(形)から。eidos は idol や wise と同じ「見る」語である。,gāu-+weid-
weid,plerocercoid,Gr,擬尾虫,1520,ギリシャ語 pleres(満ちた)と kerkos(尾)から。pleres は full や plus と同じ語である。,pelə-1+weid-
weid,colcannon,Ce,コルカノン,1522,アイルランド語の「白い頭のキャベツ」から。芋とキャベツを潰した料理のこと。,weid-
weid,ophiuroid,Gr,クモヒトデ,1553,ギリシャ語 ophis(ヘビ)と oura(尾)から。ophidian と同じ「ヘビ」の語である。,ogʷhi-+ors-+weid-
weid,iwis,G,確かに,1555,古英語 gewiss(確かに)から。wit や wise と同じ「知る」語である。,kom+weid-
weid,witenagemot,G,賢人会議,1621,古英語で「賢人たちの集まり」。アングロサクソン時代の助言会議のこと。,kom+mōd-+weid-
weid,idocrase,Gr,ベスブ石,1635,ギリシャ語 eidos(形)と krasis(混合)から。idol と crater と同じ語である。,weid-+kerə-
weid,polyhistor,Gr,博学者,1635,ギリシャ語 poly(多い)と histor(知る者)から。history や wise と同じ「見る・知る」語である。,pelə-1+weid-
weid,autacoid,Gr,オータコイド,1688,ギリシャ語 autos(自分)と akos(薬)から。auto- と panacea と同じ語である。,autos+yēk-+weid-
weid,black-a-vised,L,色黒の,1766,black + 古フランス語 vis(顔)で「黒い顔つきの」。vis はラテン語 visus(見ること)、visage や vision と同じ語である。,bhel-1+ad-+weid-
weid,previse,L,予知する,1817,ラテン語 praevidere(前もって見る)から。prae-(前に)+ videre(見る)で、provide や vision と同じ「見る」語である。,per1+weid-
weid,lumbricoid,L,ミミズ状の,1886,ラテン語 lumbricus(ミミズ)+ -oid(…状の)から。回虫の学名 Ascaris lumbricoides のもとになった語である。,slengʷh-+weid-
weid,strophoid,Gr,ストロフォイド,1903,ギリシャ語 strophos(ねじった帯)+ -oid(…状の)から。catastrophe と同じ「回す」語である。,streb(h)-+weid-
weid,sciaenoid,Gr,ニベ科の魚、ニベ科の,2299,ギリシャ語 skiaina(ニベの類の魚)から。skia(影)にさかのぼるとされ、shine と同じ語に連なる。,skai-2+weid-
ye,subject,L,主題、被験者,266,原義は「下に投げられた者」。支配される臣民が、いつしか文の主語に。,upo+yē-
ye,disease,L,病気,274,ease「楽」を dis- で打ち消した語で、もとは「不快、不便」だった。,dwis-+yē-
ye,project,L,計画、投影する,285,原義は「前に投げ出されたもの」。投影も計画も「投げる」から。,per1+yē-
ye,object,L,物体、反対する,324,「前に投げ出されたもの」が原義。だから「反対する」の意味も持つ。,epi+yē-
ye,objective,L,目標、客観的な,411,1610年代の意味は今とほぼ逆で、「心に思い描かれた」だった。,epi+yē-
ye,ease,L,容易さ、和らげる,485,原義は「そばに横たわる」。寝そべる姿がそのまま「楽」になった。,ad-+yē-
ye,adjacent,L,隣接した,544,物にだけ使い、人や動物には使わない語。接していなくてよい。,ad-+yē-
ye,subjective,L,主観的な,544,1500年ごろは「従順な」の意。心の中の意味はカント以後に広まった。,upo+yē-
ye,injection,L,注射,548,原義は「中へ投げ込む」。体に液を送り込む意は15世紀から。,en+yē-
ye,rejection,L,拒絶,561,原義は「投げ返すこと」。臓器の拒絶反応の意は1954年から。,re-+yē-
ye,reject,L,拒絶する,586,原義は「投げ返す」。求愛をはねつける意は1580年代から。,re-+yē-
ye,trajectory,L,軌道,603,ラテン語で「投げ渡す」。投げたものが描く線が「軌道」。,terə-2+yē-
ye,projection,L,投射,614,もとは錬金術の語。溶けた金属に粉を投げ入れて変成させること。,per1+yē-
ye,objection,L,異議,620,中身は「前に投げる」。ラテン語では「前に置くこと」だった。,epi+yē-
ye,jet,Gr,噴出,625,原義は「投げる」。勢いよく飛び出す水の意から、ジェット機まで来た。,yē-
ye,catheter,Gr,カテーテル,660,字義は「下ろされたもの」。体内へ落とし込む管、という名。,kat-+yē-
ye,uneasy,L,不安な,677,昔は暴君や着心地の悪い服にも使った。心が乱れる意は1400年頃。,ne+ad-+yē-
ye,adjective,L,形容詞,728,原義は「名詞に投げ添えられたもの」。ひとりでは立てない語。,ad-+yē-
ye,objectivity,L,客観性,735,カント哲学を英語で紹介するために生まれた1794年の新語。,epi+yē-
ye,conjecture,L,推量する,768,原義は事実を「一緒に投げ集める」こと。並べてみて当てを付ける。,kom+yē-
ye,inject,L,注入する,821,分解すると「中へ投げ入れる」。1600年ごろ、医学の言葉として英語に入った。,en+yē-
ye,abject,L,みじめな,839,原義は「投げ捨てられた」。中英語では「追放された者」も指した。,apo-+yē-
ye,projectile,L,発射体,839,中身は「前へ投げる」。大砲の弾を指す語として1660年代に登場。,per1+yē-
ye,objectionable,L,不愉快な,857,「反対に投げつける」が objection の原義。異議を投げられそうな、の意。,epi+yē-
ye,malaise,L,不快感,876,文字どおり「悪い ease」。フランス語から来た、はっきりしない不調。,mel-5+ad-+yē-
ye,projector,L,プロジェクター,877,1590年代は「企画する人」の意味だった。映写機を指すのは1884年から。,per1+yē-
ye,gist,L,主旨,881,法廷の言い回し「この訴えはここにある」の「ある」が名詞になった。,yē-
ye,jetty,L,突堤,925,フランス語の「投げる」から。周りより先へ投げ出された構造物、の意。,yē-
ye,ejaculation,L,射精,929,中身は「投げ槍を放つ」。1620年代からは突然の叫びの意でも使われた。,eghs+yē-
ye,inkjet,L,インクジェット式,971,ジェットは「投げる」の意。インクを投げつけて印刷する。,kāu-+yē-
ye,object-oriented,L,オブジェクト指向,974,object の芯は「投げる」。前に投げ置かれたものが「対象」になった。,epi+yē-+er-1
ye,enema,Gr,浣腸,985,ギリシャ語で「中へ投げ入れること」。注入がそのまま名になった。,en+yē-
ye,eject,L,押し出す,998,原義は「外へ投げる」。ボタンで取り出すのも、退場させるのも同じ。,eghs+yē-
ye,abjection,L,卑屈,1045,ラテン語で「投げ捨てること」。reject と同じ「投げる」語。,yē-+apo-
ye,interject,L,さしはさむ,1046,ラテン語で「間に投げ込む」。eject と同じ「投げる」語。,en+yē-
ye,ejaculate,L,射精する,1047,ラテン語で「外へ投げる」。eject と同じ語である。,eghs+yē-
ye,paresis,Gr,不全麻痺,1048,ギリシャ語で「手放すこと」。力が抜けて落ちることを言う。,yē-
ye,interjection,L,投入,1078,「あいだに投げ込むもの」。文の途中に放り込まれる感嘆のことばを指す。,en+yē-
ye,jettison,L,捨てる,1085,「投げ出すこと」。船を軽くするため積み荷を海に捨てることを指した。,yē-
ye,jut,L,突き出る,1097,jet(噴き出す)の変形。project と同じ「投げる」語である。,yē-
ye,joist,L,小梁,1139,ラテン語で「投げ渡されたもの」。eject と同じ「投げる」語。,yē-
ye,subjacent,L,基礎となる,1214,ラテン語で「下に横たわる」。adjacent と同じ語である。,yē-
ye,jetsam,G,投げ荷,1221,jettison(投げ捨てる)の変わった形。海に投げ捨てた荷を指す。,yē-
ye,superjacent,L,すぐ上にある,1349,ラテン語で「上に横たわる」。adjacent と同じ語である。,uper+yē-
